code_module,code_presentation,id_student,mean_score,max_score,min_score,std_score,n_assessments_submitted,total_weighted_score,mean_submission_date,late_submissions
DDD,2014J,607638,78.14285714285714,95.0,64.0,10.976164652381563,7,142.5,114.85714285714286,0
DDD,2014J,607767,83.71428571428571,100.0,51.0,20.07248768600349,7,163.75,116.71428571428571,0
DDD,2014J,607975,58.57142857142857,85.0,43.0,14.830791649550639,7,109.55,115.71428571428571,0
DDD,2014J,608746,75.71428571428571,95.0,47.0,18.580583823930162,7,129.55,116.42857142857143,0
DDD,2014J,608775,69.0,90.0,29.0,20.477630071210225,7,136.8,117.57142857142857,0
DDD,2014J,608842,74.28571428571429,82.0,62.0,6.499084184567489,7,139.55,116.42857142857143,0
DDD,2014J,608943,54.0,55.0,53.0,1.4142135623730951,2,8.05,42.5,0
DDD,2014J,609245,77.14285714285714,95.0,62.0,10.221359521912461,7,144.25,113.0,0
DDD,2014J,609556,78.28571428571429,100.0,63.0,13.960829556468413,7,146.25,115.57142857142857,0
DDD,2014J,609655,45.0,45.0,45.0,0.0,1,2.25,20.0,0
DDD,2014J,610197,79.14285714285714,100.0,47.0,17.334249060059985,7,128.55,117.85714285714286,0
DDD,2014J,610537,44.75,65.0,14.0,23.17146233336745,4,16.75,61.0,0
DDD,2014J,610622,75.0,75.0,75.0,0.0,1,3.75,19.0,0
DDD,2014J,610828,54.0,85.0,31.0,19.183326093250876,7,84.5,116.28571428571429,0
DDD,2014J,611013,55.42857142857143,70.0,28.0,17.251638983558856,7,116.3,117.85714285714286,0
DDD,2014J,611159,69.85714285714286,80.0,60.0,7.425823667638302,7,128.75,115.71428571428571,0
DDD,2014J,611235,89.25,95.0,82.0,5.377421934967228,4,43.5,59.75,0
DDD,2014J,611588,41.6,55.0,14.0,18.46076921474292,5,24.8,76.4,0
DDD,2014J,611790,87.71428571428571,97.0,75.0,9.481812163545632,7,168.8,115.85714285714286,0
DDD,2014J,611800,69.0,87.0,58.0,12.220201853215572,7,128.5,117.0,0
DDD,2014J,611865,39.0,60.0,25.0,18.520259177452136,3,13.5,57.666666666666664,0
DDD,2014J,611982,70.0,95.0,45.0,19.244046698481412,7,118.75,117.57142857142857,0
DDD,2014J,612443,65.33333333333333,71.0,56.0,8.144527815247079,3,49.0,113.33333333333333,1
DDD,2014J,612717,49.57142857142857,72.0,40.0,11.058287131636359,7,105.05,117.28571428571429,0
DDD,2014J,613910,71.66666666666667,75.0,70.0,2.886751345948127,3,18.0,41.666666666666664,0
DDD,2014J,614471,72.2,82.0,55.0,11.861703081766969,5,50.25,-1.0,5
DDD,2014J,614683,60.0,60.0,60.0,0.0,1,3.0,20.0,0
DDD,2014J,614791,82.42857142857143,97.0,73.0,7.913219801006895,7,157.25,116.0,0
DDD,2014J,614930,62.0,80.0,38.0,19.30457631409368,4,26.75,57.75,0
DDD,2014J,615183,94.33333333333333,95.0,93.0,1.1547005383792495,3,23.55,39.666666666666664,0
DDD,2014J,616862,35.0,35.0,35.0,0.0,1,1.75,32.0,0
DDD,2014J,617249,49.75,80.0,6.0,31.96221727811344,4,17.55,60.5,0
DDD,2014J,617850,69.85714285714286,93.0,50.0,14.53075555994447,7,142.55,116.85714285714286,0
DDD,2014J,617952,48.25,60.0,30.0,13.124404748406688,4,21.05,72.5,0
DDD,2014J,617993,60.0,65.0,55.0,5.0,3,14.75,40.0,0
DDD,2014J,618033,52.666666666666664,63.0,40.0,11.676186592091332,3,13.05,54.333333333333336,0
DDD,2014J,618737,91.42857142857143,100.0,82.0,8.323804075404121,7,179.3,112.71428571428571,0
DDD,2014J,618989,78.16666666666667,100.0,44.0,23.667840346484226,6,118.25,102.5,0
DDD,2014J,619055,47.5,55.0,40.0,10.606601717798213,2,7.5,30.5,0
DDD,2014J,619907,67.85714285714286,90.0,45.0,16.385243070403025,7,114.8,113.57142857142857,0
DDD,2014J,619910,79.42857142857143,100.0,44.0,17.539072028446878,7,125.75,116.42857142857143,0
DDD,2014J,621659,66.2,95.0,10.0,34.85254653536811,5,43.25,78.0,0
DDD,2014J,622246,84.2,93.0,68.0,9.679876032264051,5,62.0,73.6,0
DDD,2014J,622384,65.0,65.0,65.0,0.0,1,3.25,19.0,0
DDD,2014J,622555,83.42857142857143,95.0,73.0,7.207800007795789,7,166.3,113.28571428571429,0
DDD,2014J,622597,91.6,100.0,85.0,6.06630035524124,5,68.25,78.2,0
DDD,2014J,622626,70.71428571428571,100.0,44.0,19.422618135516526,7,117.75,118.14285714285714,0
DDD,2014J,623190,87.14285714285714,97.0,78.0,6.491753010001011,7,166.0,113.42857142857143,0
DDD,2014J,623223,91.66666666666667,95.0,85.0,5.773502691896256,3,23.25,39.666666666666664,0
DDD,2014J,623225,78.0,90.0,64.0,9.678154093971987,7,144.3,115.85714285714286,0
DDD,2014J,623276,65.0,80.0,38.0,14.259499757471625,7,103.75,114.71428571428571,0
DDD,2014J,623289,84.71428571428571,98.0,67.0,10.01189768416034,7,153.8,116.14285714285714,0
DDD,2014J,623641,68.14285714285714,98.0,31.0,25.102646417118198,7,128.3,116.57142857142857,0
DDD,2014J,623864,71.42857142857143,88.0,54.0,12.488089563755578,7,129.5,115.85714285714286,0
DDD,2014J,623937,84.85714285714286,94.0,64.0,10.350983390135314,7,172.55,118.14285714285714,0
DDD,2014J,623968,78.57142857142857,94.0,60.0,13.611969522655945,7,145.5,117.14285714285714,0
DDD,2014J,624891,76.71428571428571,90.0,53.0,13.060299712159306,7,133.75,115.28571428571429,0
DDD,2014J,625283,75.71428571428571,100.0,60.0,15.05228981156783,7,135.0,116.85714285714286,0
DDD,2014J,625467,68.85714285714286,100.0,25.0,29.36794494812653,7,120.75,113.85714285714286,0
DDD,2014J,625502,82.5,95.0,70.0,17.67766952966369,2,13.0,28.0,0
DDD,2014J,625555,82.28571428571429,89.0,67.0,8.179533110438637,7,151.3,115.28571428571429,0
DDD,2014J,625765,59.0,85.0,34.0,17.126976771553505,7,97.5,116.14285714285714,0
DDD,2014J,626132,85.0,98.0,64.0,11.503622617824933,7,153.0,116.42857142857143,0
DDD,2014J,626179,71.85714285714286,78.0,60.0,6.148944934663491,7,147.8,117.57142857142857,0
DDD,2014J,626546,56.666666666666664,70.0,45.0,12.583057392117915,3,14.25,41.0,0
DDD,2014J,626630,82.0,96.0,66.0,10.908712114635714,7,173.05,116.28571428571429,0
DDD,2014J,627097,61.714285714285715,70.0,36.0,12.605743211122535,7,102.25,116.57142857142857,0
DDD,2014J,627236,79.0,91.0,53.0,12.609520212918497,7,136.25,116.14285714285714,0
DDD,2014J,627295,80.0,98.0,49.0,18.13284313062902,6,115.75,100.16666666666667,0
DDD,2014J,627367,80.5,87.0,73.0,7.54983443527075,4,39.4,-1.0,4
DDD,2014J,627416,74.66666666666667,76.0,74.0,1.1547005383792526,3,18.6,-1.0,3
DDD,2014J,627453,78.57142857142857,94.0,56.0,12.421180068162382,7,137.3,115.0,0
DDD,2014J,627476,70.33333333333333,83.0,53.0,10.230672835481869,6,108.5,103.5,0
DDD,2014J,627618,85.6,90.0,75.0,6.228964600958974,5,65.25,81.6,0
DDD,2014J,627695,48.57142857142857,75.0,6.0,27.57327899045948,7,78.55,123.14285714285714,0
DDD,2014J,628259,43.5,70.0,20.0,19.532024984624613,6,58.75,129.16666666666666,0
DDD,2014J,628390,68.71428571428571,80.0,38.0,14.008500820505217,7,112.25,115.71428571428571,0
DDD,2014J,628437,78.57142857142857,95.0,66.0,9.658452996505925,7,147.0,115.71428571428571,0
DDD,2014J,628519,85.0,97.0,56.0,14.742229591663985,7,177.55,116.42857142857143,0
DDD,2014J,628593,70.85714285714286,93.0,40.0,17.276463482906173,7,116.3,117.57142857142857,0
DDD,2014J,628631,71.85714285714286,90.0,51.0,13.533028380331475,7,136.8,118.28571428571429,0
DDD,2014J,628662,55.0,75.0,35.0,28.284271247461902,2,9.25,32.5,0
DDD,2014J,628733,35.0,35.0,35.0,0.0,1,1.75,20.0,0
DDD,2014J,629309,78.83333333333333,90.0,62.0,9.786044485218053,6,136.55,112.0,0
DDD,2014J,629379,69.42857142857143,88.0,49.0,11.984116472191332,7,122.05,116.14285714285714,0
DDD,2014J,629703,92.0,100.0,71.0,9.71253485622231,7,166.3,116.57142857142857,0
DDD,2014J,629878,58.857142857142854,80.0,31.0,15.388616695776257,7,93.0,113.42857142857143,0
DDD,2014J,630328,56.285714285714285,70.0,38.0,10.435744434622857,7,108.0,116.57142857142857,0
DDD,2014J,630354,59.0,80.0,21.0,24.21776207662467,5,36.3,75.8,0
DDD,2014J,630380,55.42857142857143,75.0,44.0,11.674147261608201,7,96.75,115.71428571428571,0
DDD,2014J,630858,85.57142857142857,95.0,80.0,5.380741673076394,7,167.5,115.85714285714286,0
DDD,2014J,630900,57.42857142857143,72.0,11.0,23.379885534772143,7,117.25,115.71428571428571,0
DDD,2014J,631055,87.0,95.0,65.0,10.36018017861337,7,173.25,116.0,0
DDD,2014J,631240,49.857142857142854,65.0,24.0,14.565124686828366,7,74.25,117.14285714285714,0
DDD,2014J,631293,62.5,65.0,60.0,3.5355339059327378,2,9.5,33.5,0
DDD,2014J,631336,61.666666666666664,80.0,50.0,16.072751268321593,3,16.0,39.666666666666664,0
DDD,2014J,631513,76.66666666666667,82.0,74.0,4.618802153517007,3,18.9,-1.0,3
DDD,2014J,631603,83.85714285714286,91.0,78.0,5.014265364224067,7,162.5,115.71428571428571,0
DDD,2014J,631835,60.714285714285715,85.0,49.0,11.426785574754986,7,118.5,110.14285714285714,0
DDD,2014J,631998,79.0,95.0,53.0,15.86400537905439,7,136.55,115.42857142857143,0
DDD,2014J,632093,47.0,62.0,24.0,15.154757228892406,7,78.05,115.71428571428571,0
DDD,2014J,632314,53.0,80.0,33.0,15.42724862054151,7,86.75,118.0,0
DDD,2014J,632645,82.0,95.0,73.0,7.702813338860894,7,158.55,115.42857142857143,0
DDD,2014J,632719,50.0,60.0,40.0,14.142135623730951,2,7.0,30.5,0
DDD,2014J,632795,60.0,70.0,50.0,14.142135623730951,2,8.5,33.0,0
DDD,2014J,632831,60.0,90.0,38.0,20.11632835948615,7,93.3,117.14285714285714,0
DDD,2014J,632877,85.14285714285714,95.0,76.0,7.2670161558595545,7,170.55,112.57142857142857,0
DDD,2014J,633295,71.0,95.0,40.0,23.143033509028154,6,90.8,106.0,0
DDD,2014J,633331,72.42857142857143,83.0,50.0,12.739141034061689,7,132.55,82.71428571428571,4
DDD,2014J,633409,49.0,80.0,29.0,18.947295321496416,5,70.75,130.8,0
DDD,2014J,633414,42.0,70.0,21.0,18.147543451754935,7,62.55,116.0,0
DDD,2014J,633475,82.5,85.0,80.0,3.5355339059327378,2,12.5,31.0,0
DDD,2014J,633574,79.85714285714286,94.0,41.0,18.352371067780965,7,164.8,111.14285714285714,0
DDD,2014J,633618,86.66666666666667,95.0,80.0,4.844240566555988,6,151.5,105.33333333333333,0
DDD,2014J,634035,55.0,60.0,50.0,5.0,3,14.0,39.0,0
DDD,2014J,634037,69.42857142857143,83.0,50.0,10.244626930854093,7,139.55,116.71428571428571,0
DDD,2014J,634047,72.71428571428571,83.0,58.0,9.159954252329099,7,137.75,115.0,0
DDD,2014J,634305,81.42857142857143,95.0,51.0,14.022091413874309,7,136.75,104.85714285714286,0
DDD,2014J,634489,75.0,78.0,72.0,2.449489742783178,4,37.05,57.0,0
DDD,2014J,634508,65.8,80.0,17.0,27.435378619585332,5,43.65,40.6,4
DDD,2014J,634646,76.85714285714286,85.0,65.0,6.8660656232559525,7,158.0,115.42857142857143,0
DDD,2014J,634693,34.0,50.0,18.0,22.627416997969522,2,6.8,51.5,0
DDD,2014J,634966,55.857142857142854,75.0,27.0,18.352371067780965,7,85.05,117.14285714285714,0
DDD,2014J,635170,47.0,70.0,21.0,17.35895542172205,7,77.75,108.71428571428571,0
DDD,2014J,635255,88.28571428571429,97.0,76.0,6.524678426668137,7,179.05,115.71428571428571,0
DDD,2014J,635418,65.71428571428571,85.0,42.0,14.174087692150138,7,109.5,113.0,0
DDD,2014J,635992,92.14285714285714,99.0,83.0,5.669467095138408,7,181.8,113.14285714285714,0
DDD,2014J,636243,47.5,65.0,30.0,24.748737341529164,2,6.25,31.0,0
DDD,2014J,636364,85.28571428571429,95.0,78.0,6.047431568147635,7,170.0,113.85714285714286,0
DDD,2014J,636451,75.14285714285714,84.0,65.0,8.474050024015899,7,145.5,132.14285714285714,0
DDD,2014J,636484,79.0,91.0,63.0,8.445906306213285,7,157.8,116.57142857142857,0
DDD,2014J,636503,52.57142857142857,80.0,29.0,18.760393944487973,7,86.55,117.28571428571429,0
DDD,2014J,636594,92.71428571428571,100.0,88.0,3.903600291794133,7,183.25,115.71428571428571,0
DDD,2014J,636697,83.14285714285714,97.0,69.0,8.933617621631441,7,162.8,114.57142857142857,0
DDD,2014J,636875,68.66666666666667,85.0,49.0,12.84782731307775,7,102.5,118.57142857142857,0
DDD,2014J,637064,95.25,96.0,95.0,0.5,4,47.75,57.75,0
DDD,2014J,637075,65.0,65.0,65.0,0.0,1,3.25,19.0,0
DDD,2014J,637347,50.142857142857146,69.0,29.0,14.099983113802791,7,80.55,116.14285714285714,0
DDD,2014J,637374,62.0,75.0,35.0,15.795568998931314,5,42.05,86.0,0
DDD,2014J,637473,87.85714285714286,98.0,76.0,7.904188160474833,7,165.3,116.0,0
DDD,2014J,637691,52.42857142857143,58.0,44.0,4.649628761422531,7,103.55,121.85714285714286,0
DDD,2014J,638023,65.0,65.0,65.0,0.0,1,3.25,19.0,0
DDD,2014J,638051,45.0,75.0,0.0,24.03469714114714,7,73.8,115.14285714285714,0
DDD,2014J,638131,67.66666666666667,70.0,63.0,4.041451884327382,3,16.8,37.333333333333336,0
DDD,2014J,638202,61.75,70.0,47.0,10.904891868637062,4,28.25,55.75,0
DDD,2014J,638384,86.28571428571429,95.0,70.0,8.538428538364768,7,171.05,121.57142857142857,0
DDD,2014J,639514,77.42857142857143,95.0,65.0,11.759494644146676,7,146.5,117.57142857142857,0
DDD,2014J,639766,70.28571428571429,90.0,47.0,13.864995320521938,7,130.0,116.71428571428571,0
DDD,2014J,640144,52.5,65.0,40.0,17.67766952966369,2,8.5,33.0,0
DDD,2014J,640178,60.857142857142854,73.0,36.0,13.196319833304175,7,102.8,116.57142857142857,0
DDD,2014J,640691,95.0,100.0,90.0,7.0710678118654755,2,14.5,30.5,0
DDD,2014J,640773,55.857142857142854,77.0,35.0,14.357675896288267,7,105.75,116.42857142857143,0
DDD,2014J,640836,88.14285714285714,100.0,80.0,9.099973835650506,7,167.25,116.71428571428571,0
DDD,2014J,640942,93.14285714285714,100.0,85.0,5.080307452263476,7,185.55,115.14285714285714,0
DDD,2014J,640975,81.57142857142857,95.0,62.0,10.967484410096704,7,147.3,113.85714285714286,0
DDD,2014J,640982,80.6,98.0,53.0,16.772000476985447,5,137.0,112.2,0
DDD,2014J,641253,58.857142857142854,75.0,42.0,13.921548901236667,7,103.0,110.85714285714286,0
DDD,2014J,641305,60.0,60.0,60.0,0.0,1,3.0,20.0,0
DDD,2014J,641315,70.42857142857143,95.0,44.0,17.73750398503261,7,118.55,113.85714285714286,0
DDD,2014J,641609,59.833333333333336,78.0,39.0,17.12794986758972,6,52.55,92.16666666666667,0
DDD,2014J,641744,91.85714285714286,95.0,89.0,2.478478796128209,7,182.8,122.71428571428571,0
DDD,2014J,641845,55.0,55.0,55.0,0.0,1,2.75,19.0,0
DDD,2014J,641896,81.85714285714286,95.0,70.0,8.07111250961459,7,158.3,113.57142857142857,0
DDD,2014J,642139,56.5,70.0,40.0,11.554220008291344,6,101.25,107.66666666666667,0
DDD,2014J,642230,55.0,55.0,55.0,0.0,1,2.75,20.0,0
DDD,2014J,642310,72.85714285714286,93.0,41.0,16.231949681914077,7,140.05,117.0,0
DDD,2014J,642443,90.85714285714286,100.0,75.0,9.564318610135825,7,179.25,113.85714285714286,0
DDD,2014J,642474,94.28571428571429,100.0,85.0,5.122313465427047,7,190.25,115.14285714285714,0
DDD,2014J,642501,94.0,100.0,80.0,7.461009761866463,7,191.25,115.0,0
DDD,2014J,642625,82.5,85.0,80.0,3.5355339059327378,2,12.5,32.0,0
DDD,2014J,642744,74.33333333333333,80.0,68.0,6.0277137733417065,3,18.3,41.333333333333336,0
DDD,2014J,642764,45.0,45.0,45.0,0.0,1,2.25,24.0,0
DDD,2014J,642838,72.28571428571429,100.0,26.0,24.750180374523104,7,127.5,114.85714285714286,0
DDD,2014J,643006,83.71428571428571,95.0,62.0,10.995670143504753,7,149.25,115.57142857142857,0
DDD,2014J,643036,77.0,90.0,58.0,11.224972160321824,6,117.3,104.16666666666667,0
DDD,2014J,643126,76.71428571428571,90.0,63.0,10.16061490452695,7,154.0,116.0,0
DDD,2014J,643199,57.42857142857143,80.0,33.0,16.919979736563345,7,89.0,117.28571428571429,0
DDD,2014J,643230,52.666666666666664,60.0,40.0,11.015141094572204,3,13.8,41.0,0
DDD,2014J,643280,71.57142857142857,83.0,58.0,9.46673373551024,7,133.05,120.14285714285714,0
DDD,2014J,643285,91.28571428571429,100.0,85.0,5.154748157905349,7,184.0,113.71428571428571,0
DDD,2014J,643542,60.0,60.0,60.0,0.0,1,3.0,19.0,0
DDD,2014J,643729,92.42857142857143,100.0,80.0,7.546680127869535,7,179.8,114.71428571428571,0
DDD,2014J,643758,65.0,90.0,41.0,14.696938456699066,7,131.3,116.28571428571429,0
DDD,2014J,644159,75.0,85.0,65.0,10.0,3,18.25,39.666666666666664,0
DDD,2014J,644229,77.71428571428571,95.0,47.0,15.445757623743445,7,129.5,116.28571428571429,0
DDD,2014J,644310,55.5,70.0,37.0,13.820274961085254,4,24.25,57.5,0
DDD,2014J,644409,68.28571428571429,77.0,56.0,7.158079018709924,7,134.8,116.28571428571429,0
DDD,2014J,644457,78.14285714285714,85.0,62.0,8.745066636463699,7,144.0,116.71428571428571,0
DDD,2014J,644474,48.57142857142857,65.0,32.0,12.011898862615945,7,91.8,115.71428571428571,0
DDD,2014J,644516,72.5,100.0,45.0,38.890872965260115,2,9.5,30.5,0
DDD,2014J,644525,81.85714285714286,90.0,58.0,12.239670085812111,7,141.75,116.14285714285714,0
DDD,2014J,644567,85.0,90.0,80.0,7.0710678118654755,2,13.0,28.0,0
DDD,2014J,644956,77.14285714285714,90.0,72.0,6.3882332306768355,7,148.05,118.28571428571429,0
DDD,2014J,644964,91.85714285714286,96.0,83.0,4.775931721614518,7,185.25,112.85714285714286,0
DDD,2014J,645019,55.0,60.0,50.0,7.0710678118654755,2,8.5,30.0,0
DDD,2014J,645031,76.28571428571429,89.0,65.0,9.995236960911026,7,147.05,115.85714285714286,0
DDD,2014J,645054,39.857142857142854,60.0,27.0,11.538754575033526,7,67.0,116.57142857142857,0
DDD,2014J,645081,78.14285714285714,91.0,60.0,10.823255385643323,7,156.25,110.57142857142857,0
DDD,2014J,645147,62.666666666666664,73.0,50.0,8.164965809277259,6,64.8,94.16666666666667,0
DDD,2014J,645219,68.57142857142857,85.0,58.0,11.64555913724402,7,129.05,115.71428571428571,0
DDD,2014J,645322,87.66666666666667,95.0,83.0,6.429100507328638,3,22.05,40.666666666666664,0
DDD,2014J,645425,81.4,95.0,69.0,9.555103348473004,5,110.55,95.0,0
DDD,2014J,645434,80.14285714285714,93.0,62.0,10.334869317486493,7,143.3,114.42857142857143,0
DDD,2014J,645499,58.0,70.0,44.0,10.066445913694333,7,101.8,115.71428571428571,0
DDD,2014J,645512,55.0,55.0,55.0,0.0,1,2.75,19.0,0
DDD,2014J,645551,81.42857142857143,89.0,78.0,3.82348631736111,7,161.3,115.85714285714286,0
DDD,2014J,645792,95.42857142857143,100.0,87.0,5.22357294250921,7,183.0,118.0,0
DDD,2014J,645818,88.85714285714286,99.0,80.0,7.646972634722221,7,171.0,112.28571428571429,0
DDD,2014J,645864,64.16666666666667,80.0,52.0,12.221565638929683,6,102.05,103.33333333333333,0
DDD,2014J,645866,55.0,65.0,45.0,14.142135623730951,2,8.75,33.0,0
DDD,2014J,645939,83.42857142857143,95.0,64.0,11.043205193800437,7,151.25,116.14285714285714,0
DDD,2014J,645962,57.4,80.0,18.0,27.162474114115597,5,38.5,75.4,0
DDD,2014J,646006,78.6,95.0,63.0,13.612494260788505,5,57.05,82.8,0
DDD,2014J,646090,83.71428571428571,96.0,75.0,8.440266301373153,7,178.75,116.0,0
DDD,2014J,646314,55.0,55.0,55.0,0.0,1,2.75,18.0,0
DDD,2014J,646322,75.28571428571429,89.0,55.0,13.250336922940058,7,148.05,113.85714285714286,0
DDD,2014J,646344,88.28571428571429,95.0,78.0,6.897204402613321,7,169.55,115.57142857142857,0
DDD,2014J,646359,48.714285714285715,80.0,31.0,19.76288006772871,7,87.0,118.0,0
DDD,2014J,646391,65.0,65.0,65.0,0.0,2,3.25,34.0,0
DDD,2014J,646489,70.57142857142857,85.0,60.0,9.107819769427858,7,129.05,115.42857142857143,0
DDD,2014J,646589,39.285714285714285,52.0,23.0,9.464218328601076,7,88.3,117.71428571428571,0
DDD,2014J,646700,55.0,60.0,50.0,7.0710678118654755,2,8.5,32.0,0
DDD,2014J,646836,77.6,90.0,60.0,11.23832727766904,5,60.25,76.2,0
DDD,2014J,646952,49.666666666666664,75.0,0.0,28.14723195390031,6,39.05,95.66666666666667,0
DDD,2014J,646957,53.57142857142857,65.0,40.0,7.8921298953903625,7,102.8,115.57142857142857,0
DDD,2014J,647166,91.0,100.0,78.0,7.916228058025279,7,172.3,111.0,0
DDD,2014J,647215,75.0,88.0,44.0,15.93737745050922,7,122.05,115.42857142857143,0
DDD,2014J,647218,56.166666666666664,75.0,35.0,14.905256343540914,6,82.5,102.33333333333333,0
DDD,2014J,647227,51.2,85.0,10.0,37.37913856685303,5,25.0,80.0,0
DDD,2014J,647305,78.25,93.0,65.0,11.644025649805712,4,41.25,57.75,0
DDD,2014J,647368,70.0,75.0,65.0,5.0,3,17.75,43.666666666666664,0
DDD,2014J,647373,84.57142857142857,98.0,56.0,15.704109259013947,7,147.05,116.42857142857143,0
DDD,2014J,647464,88.0,100.0,76.0,10.559356040971437,5,121.3,95.4,0
DDD,2014J,647488,69.0,85.0,43.0,18.964879822099228,7,113.8,116.57142857142857,0
DDD,2014J,647565,75.0,75.0,75.0,0.0,1,3.75,20.0,0
DDD,2014J,647604,47.4,70.0,15.0,24.470390270692455,5,30.25,76.0,0
DDD,2014J,647605,91.85714285714286,100.0,84.0,5.928141120356125,7,178.55,116.14285714285714,0
DDD,2014J,647612,54.0,75.0,33.0,15.110702608857515,7,89.8,116.57142857142857,0
DDD,2014J,647614,92.5,100.0,85.0,10.606601717798213,2,14.25,28.5,0
DDD,2014J,647647,60.857142857142854,80.0,18.0,20.643227876057978,7,111.05,114.14285714285714,0
DDD,2014J,647879,68.33333333333333,95.0,15.0,34.03331700946393,6,87.5,99.83333333333333,0
DDD,2014J,647937,88.0,98.0,79.0,6.683312551921142,7,171.75,112.57142857142857,0
DDD,2014J,648172,88.85714285714286,100.0,78.0,7.289914755527472,7,169.25,117.14285714285714,0
DDD,2014J,648183,88.57142857142857,100.0,69.0,11.385036127261419,7,162.0,113.0,0
DDD,2014J,648269,73.0,85.0,44.0,16.683325008322935,7,124.25,116.28571428571429,0
DDD,2014J,648321,82.71428571428571,87.0,68.0,6.651172470932869,7,170.05,118.0,0
DDD,2014J,648419,64.33333333333333,75.0,53.0,11.015141094572202,3,15.55,40.666666666666664,0
DDD,2014J,648428,83.42857142857143,95.0,70.0,9.089502055616007,7,167.55,114.42857142857143,0
DDD,2014J,648570,68.28571428571429,88.0,40.0,17.575686669509153,7,127.25,113.14285714285714,0
DDD,2014J,648597,60.0,60.0,60.0,0.0,1,3.0,27.0,0
DDD,2014J,648695,45.0,45.0,45.0,0.0,1,2.25,18.0,0
DDD,2014J,648766,69.4,85.0,35.0,21.431285542402726,5,45.0,75.6,0
DDD,2014J,648841,74.28571428571429,90.0,60.0,10.06171432898466,7,142.3,116.0,0
DDD,2014J,648854,72.85714285714286,95.0,55.0,14.46177226839287,7,138.25,116.57142857142857,0
DDD,2014J,648898,83.57142857142857,92.0,64.0,8.997354108424378,7,151.3,113.85714285714286,0
DDD,2014J,648920,76.42857142857143,94.0,55.0,12.921005415693505,7,157.05,114.85714285714286,0
DDD,2014J,648959,67.66666666666667,75.0,63.0,6.429100507328638,3,16.55,40.333333333333336,0
DDD,2014J,649014,77.0,84.0,70.0,5.099019513592782,7,155.55,117.14285714285714,0
DDD,2014J,649041,45.57142857142857,53.0,38.0,5.318431562567509,7,87.55,116.57142857142857,0
DDD,2014J,649078,76.85714285714286,89.0,58.0,9.61645415297086,7,138.55,108.57142857142857,0
DDD,2014J,649090,80.28571428571429,95.0,64.0,11.455919659202191,7,145.55,116.71428571428571,0
DDD,2014J,649120,41.0,63.0,25.0,19.697715603592208,3,10.55,42.0,0
DDD,2014J,649214,87.14285714285714,96.0,65.0,10.41519037157701,7,180.3,115.57142857142857,0
DDD,2014J,649261,78.75,100.0,57.0,17.858238061652855,4,35.05,59.25,0
DDD,2014J,649321,70.14285714285714,85.0,60.0,9.685531674075706,7,129.5,115.57142857142857,0
DDD,2014J,649383,61.666666666666664,90.0,30.0,24.31186267373742,6,82.0,103.83333333333333,0
DDD,2014J,649413,70.42857142857143,99.0,38.0,20.967094400966662,7,116.3,118.42857142857143,0
DDD,2014J,649514,84.42857142857143,99.0,53.0,15.544100090357354,7,145.05,115.42857142857143,0
DDD,2014J,649552,44.285714285714285,60.0,29.0,12.270755012281377,7,74.5,115.71428571428571,0
DDD,2014J,649614,93.71428571428571,100.0,72.0,10.111285538352442,7,186.0,116.14285714285714,0
DDD,2014J,649688,79.0,91.0,69.0,8.660254037844386,7,151.25,116.14285714285714,0
DDD,2014J,649745,92.0,100.0,83.0,6.0,7,190.5,116.42857142857143,0
DDD,2014J,649761,35.0,40.0,30.0,7.0710678118654755,2,5.5,30.0,0
DDD,2014J,649780,67.0,82.0,50.0,12.041594578792296,5,135.25,140.2,0
DDD,2014J,649819,79.33333333333333,92.0,67.0,9.993331109628393,6,128.75,103.66666666666667,0
DDD,2014J,649880,69.66666666666667,84.0,28.0,20.915703829100917,6,137.3,127.5,0
DDD,2014J,649949,73.0,88.0,60.0,11.445523142259598,5,115.25,137.0,0
DDD,2014J,649963,60.0,60.0,60.0,0.0,1,3.0,19.0,0
DDD,2014J,650010,84.0,88.0,73.0,5.131601439446884,7,170.05,115.0,0
DDD,2014J,650091,79.57142857142857,95.0,61.0,14.808298831591504,7,141.75,116.28571428571429,0
DDD,2014J,650232,60.166666666666664,90.0,49.0,15.854547192104436,6,103.75,132.83333333333334,0
DDD,2014J,650271,66.0,85.0,28.0,32.90896534380867,3,15.55,42.0,0
DDD,2014J,650279,71.42857142857143,100.0,36.0,22.84627717927761,7,121.75,115.57142857142857,0
DDD,2014J,650376,76.42857142857143,95.0,58.0,13.036578575392433,7,145.75,113.57142857142857,0
DDD,2014J,650420,63.42857142857143,75.0,47.0,12.067271755415458,7,110.55,116.71428571428571,0
DDD,2014J,650434,90.71428571428571,96.0,80.0,5.468524655221179,7,186.55,114.71428571428571,0
DDD,2014J,650442,85.28571428571429,95.0,70.0,7.761320457119087,7,173.8,114.85714285714286,0
DDD,2014J,650478,80.57142857142857,95.0,56.0,12.752217360876799,7,140.3,118.42857142857143,0
DDD,2014J,650515,38.75,65.0,22.0,18.679311193581704,4,17.3,64.75,0
DDD,2014J,650642,84.42857142857143,95.0,74.0,7.9342536480995465,7,165.75,120.85714285714286,0
DDD,2014J,650684,92.14285714285714,98.0,85.0,5.1777914026661795,7,189.25,115.28571428571429,0
DDD,2014J,650711,37.166666666666664,75.0,17.0,23.103390804526217,6,58.25,126.33333333333333,0
DDD,2014J,650850,65.0,90.0,43.0,19.79898987322333,5,44.8,88.6,0
